username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink,,,,,,
Nana,ronavioleta,3/25/2019 20:54,579,946,"Cebi pada ribut @ prabowo minum kopi sambil nunggu adzan selesai ya? Haelah ceb...gitu aja diributin. Ini ga kamu ributin ceb? Adzan dzuhur, Jkw ditinggal Raja Salman buat sholat dzuhur. Dia bukan nya brenti buat ikut sholat, malah nerusin nanem pohonhttps://youtu.be/ZI1V9bvmlNQ",,@,,1.11018E+18,https://twitter.com/ronavioleta/status/1110178190499041280,,,,,,
Mustofa Rasa Lemon,AkunTofa,3/25/2019 20:37,92,370,Puas? pic.twitter.com/R7h44wLtK8,,,,1.11017E+18,https://twitter.com/AkunTofa/status/1110173777453735936,,,,,,
Jokowi-Amin,Jokowi_Amin,3/25/2019 20:25,112,407,"Tumpah ruah masyarakat memberikan semangat serta dukungan menyambut kedatangan Pak Jokowi di Malang, Jawa Timur. # Pilih01BajuPutih kita # JawaTimurTotalBerSATU. https://pemilu.antaranews.com/berita/815283/ribuan-warga-malang-padati-gor-ken-arok-dukung-jokowi-maruf …",,,# #,1.11017E+18,https://twitter.com/Jokowi_Amin/status/1110170853159784453,,,,,,
Joko Widodo,jokowi,3/25/2019 20:17,2580,12413,"Semasa kecil saya senang main bola, tapi tidak pernah memecahkan kaca jendela rumah tetangga. Cak Lontong penasaran, Berarti"," Bapak ahli menggiring bola?"" Nggak juga. Saya main bola di posisi apa?pic.twitter.com/IGZHpKsUgl""",,,,1.11017E+18,https://twitter.com/jokowi/status/1110168790011002880,,,,,
Blue & Black,galihjiwa,3/25/2019 20:03,8,72,Bpk ini pulang dari menghadiri kampanye jokowi di banyuwangi kondisi hujan dan sudah bersepeda ke arah selatan banyuwangi 50km dari pusat kampanye pic.twitter.com/NIGxkEvAmn,,,,1.11017E+18,https://twitter.com/galihjiwa/status/1110165303864889344,,,,,,
Mbah_Liem,liem_id,3/25/2019 20:02,1113,3061,Berita duka buat yg onoh.. Berita suka cita bagi seluruh Pejuang Militan Indonesia Menang.. # IndonesiaCallsObservers Jokowi di Ambang Kekalahan? https://www.gelora.co/2019/03/jokowi-di-ambang-kekalahan.html?utm_source=gelora.co_internal&utm_medium=internal&utm_campaign=gelora.co_internal&utm_content=18748734&utm_term=263442&m=1 …,,,#,1.11017E+18,https://twitter.com/liem_id/status/1110165145567715328,,,,,,
@ShopiCaem,shopicaem,3/25/2019 19:59,1,5,Jember tambah yaQin pak...Dengan visi misi yang Bpk.jelaskan tadi sore di kota kami...Kota Jember # 01optimismajupic.twitter.com/yMIy3PNIm5,,,#,1.11016E+18,https://twitter.com/shopicaem/status/1110164208690196481,,,,,,
#01JokowiAmin,yusuf_dumdum,3/25/2019 19:33,243,834,MERINDING YA ALLAH Terima kasih buat saudaraku semua yang ada di Banyuwangi. Kalian keren..!!! Info: Kampanye hari kedua pak @ jokowi di Banyuwangi. # Pilih01BajuPutih # BanyuwangiPilihJokowi # JawaTimurTotalBerSATUpic.twitter.com/u6eCBbI2nE,,@,# # #,1.11016E+18,https://twitter.com/yusuf_dumdum/status/1110157767283625985,,,,,,
makLambeTurah#AsalBukanPrabowo,makLambeTurah,3/25/2019 19:17,302,481,"Jokowi hentikan Pidatonya ketika adzan berkumandang, Prabowo Sampai Harus DIHENTIKAN Oleh Masyarakat # AdzanBukanPanggilanNgopi pic.twitter.com/KVk1RITIvT",,,#,1.11015E+18,https://twitter.com/makLambeTurah/status/1110153682484527104,,,,,,
Abah Muhyi,AbahMuhti,3/25/2019 19:08,1,14,Ijabahpic.twitter.com/3XUIbyXqMD,,,,1.11015E+18,https://twitter.com/AbahMuhti/status/1110151484543369222,,,,,,
anti napiH🐷G,anakpejompongan,3/25/2019 18:58,1,4,Emak2.... melihat jokowi kerja pic.twitter.com/bR2fYj82Hx,,,,1.11015E+18,https://twitter.com/anakpejompongan/status/1110149054028107776,,,,,,
Joko Widodo,jokowi,3/25/2019 18:58,2502,11326,"Kelendi kabare, Banyuwangi? Sae nggih, sae?pic.twitter.com/6wz5STv463",,,,1.11015E+18,https://twitter.com/jokowi/status/1110148954748932098,,,,,,
Syaiful Bahri Anshori,Syaiful_Bahri_A,3/25/2019 18:52,50,112,Bersama Ketum @ cakimiNOW dan para kiai Jember menemani Pak @ jokowi bertemu warga Jember. Warga Jember bisa ketemu presidennya. Alhamdulillah. # Pilih01BajuPutihpic.twitter.com/EHc0L5rHBu,,@ @,#,1.11015E+18,https://twitter.com/Syaiful_Bahri_A/status/1110147387060707328,,,,,,
Aldie,el_kaezzar,3/25/2019 18:52,37,25,"5. Jd surat ttp diTTD dan yg TTD adl Jokowi sendiri. Krn memang sesuai penjelasan kemenkeu, tujuannya cm utk jaminan pengembalian pinjaman, bkn keseluruhan proyek. Jadi clear ya penebar gorengan""", Jokowi tetap TTD," terimalah FAKTA itu! # jokowilagi # JokowiWujudkanMRT Nextpic.twitter.com/4FiHAgH7da""",,,# #,1.11015E+18,https://twitter.com/el_kaezzar/status/1110147324670443520,,,,
Aldie,el_kaezzar,3/25/2019 18:51,33,26,4. Jokowi dan Kemenkeu ketemu utk klarifikasi. Kemenkeu jelasin maksud detilnya n buka peluang u/ revisi aturan. Termasuk percepatan agar pusat bisa lgsung transfer ke BUMD tanpa harus melalui pemprov dl. Pertemuan ini hsilnya sangat produktif. # jokowilagi # JokowiWujudkanMRT Nextpic.twitter.com/hGqq4ta17X,,,# #,1.11015E+18,https://twitter.com/el_kaezzar/status/1110147287055888384,,,,,,
Aldie,el_kaezzar,3/25/2019 18:51,36,28,"2. Awal2 Jokowi ga mo TTD SPTJM krn suratnya emg ngeri. Slh dikit Gub yg kena. Liat kotak merah, itu sbtulnya detil teknis yg tg.jwbnya emg di level eksekutor. Ntar Dir.Keu BUMD slh itung yg kena Gub? Bwahan nilep tp yg hrs balikin duit Gub? # jokowilagi # JokowiWujudkanMRT Nextpic.twitter.com/zklpfKVUJA",,,# #,1.11015E+18,https://twitter.com/el_kaezzar/status/1110147219863171072,,,,,,
YUDHI R,YUDHIR19,3/25/2019 18:21,8,11,# Pilih01BajuPutih YANG PUNYA KUDA PILIH PRABOWO DAN YANG PUNYA MOTOR PILIH JOKOWI... DEAL YAA...!? *** pic.twitter.com/ymqoWJtkvJ,,,#,1.11014E+18,https://twitter.com/YUDHIR19/status/1110139540117704704,,,,,,
LADY RAIN,murny7,3/25/2019 17:32,100,219,"Ketika Pak Jokowi kampanye akbar di Banyuwangi, seorang istri veteran menitipkan Merah Putih kepada capres no urut 01. Hanya Pak Jokowi lah yg bs menjaga merah putih, tetap berkibar diangkasa. Tnpa ada bendera warna lain.trenyuh bngt. # BanyuwangiPilihJokowi # Pilih01BajuPutihpic.twitter.com/fGTUUM1FVp",,,# #,1.11013E+18,https://twitter.com/murny7/status/1110127225746055169,,,,,,
CNN Indonesia,CNNIndonesia,3/25/2019 16:55,1218,2509,Survei: Tingkat Kepuasan Publik ke Pemerintah Jokowi Menurun http://cnn.id/380500?utm_source=twitter&utm_medium=oa&utm_content=cnnindonesia&utm_campaign=cmssocmed …,,,,1.11012E+18,https://twitter.com/CNNIndonesia/status/1110117933999509504,,,,,,
Masha Tanya,masha_cumaTANYA,3/25/2019 16:51,117,213,"Melihat video ini, Masha jadi sedih..Betapa sulitnya menjadi Istri Bpk @ jokowi Ketika seharusnya dia bisa menikmati posisinya sebagai Ibu Negara, namun Ia tetap sederhana, rendah hati & tegar menghadapi ujian dari orang yg mencacimaki suaminya.. # IbuNegaraku # Pilih01BajuPutihpic.twitter.com/u6GuB3Z1yG",,@,# #,1.11012E+18,https://twitter.com/masha_cumaTANYA/status/1110116873373249538,,,,,,
Murtadha01,MurtadhaOne,3/25/2019 16:47,241,392,Kerennya Tol CISUMDAWU (Cileunyi-Sumedang-Dawuan) dan terowongannya dilihat dari atas Kerja nyata Jokowi # Pilih01BajuPutihpic.twitter.com/lBZ4wV3eFX,,,#,1.11012E+18,https://twitter.com/MurtadhaOne/status/1110115913246728192,,,,,,
PUTRI CEBONG,wr200465,3/25/2019 16:44,297,801,"Bongg.... liat deh video ini bikin terharu, bangga dan bahagia, pokoknya campur 2 deh kasih Jokowi 1 periode lagi insya Allah cita 2 Indonesia menjadi negara Maju, makmur dan adil segera terwujud.. pic.twitter.com/zJ5VBrQZus",,,,1.11012E+18,https://twitter.com/wr200465/status/1110115333325488128,,,,,,
Ridlwan,ridlwanjogja,3/25/2019 16:35,874,2164,"Hasil survey @ ChartaPolitika yg dipimpin mas @ yunartowijaya terbaru pak @ jokowi Menang tebal ! Alhamdulillah, semangat , terus sapa teman teman dan warga. Ingat, 17 April , pilih baju putih di surat suara. Kalau ke tpsnya mau pakai baju warna apa ? # Pilih01BajuPutihpic.twitter.com/RpY3bFHpPB",,@ @ @,#,1.11011E+18,https://twitter.com/ridlwanjogja/status/1110113041801084928,,,,,,
#01JokowiAmin,yusuf_dumdum,3/25/2019 16:24,81,252,Kecintaan Rakyat terhadap pak @ jokowi sudah tidak bisa dibendung. Rakyat sudah cerdas siapa yg mau bekerja dan siapa yang hanya pandai retorika. # Pilih01BajuPutih # JawaTimurTotalBerSATU # BanyuwangiPilihJokowipic.twitter.com/XNrEqEKclK,,@,# # #,1.11011E+18,https://twitter.com/yusuf_dumdum/status/1110110135555231744,,,,,,
PDI Perjuangan Banjarnegara,pdip_bnr,3/25/2019 16:18,15,25,Mayuhhhh sedulur gasspolll ....!!!! Kurang 22 Dina maning tanggal 17 April 2019 # Pilih01BajuPutih @ jokowi - @ KHMarufAmin_ gasspolll... # 01Jokowi3PDIPpic.twitter.com/tYVdrFsGPf,,@ @,# #,1.11011E+18,https://twitter.com/pdip_bnr/status/1110108802420871168,,,,,,
Nandar Aji Nugroho,nandar_nugroho,3/25/2019 16:17,4,5,pembangunan maju bersama @ jokowi # JawaTimurTotalBerSATUpic.twitter.com/NIA9fvvp5U,,@,#,1.11011E+18,https://twitter.com/nandar_nugroho/status/1110108340418281472,,,,,,
MKA,MKA77217578,3/25/2019 16:05,3,6,Di Bumi Blambangan Banyuwangi Pak @ jokowi memenangkan hati rakyat pic.twitter.com/yp2MlK0fSY,,@,,1.11011E+18,https://twitter.com/MKA77217578/status/1110105461804552193,,,,,,
Ra Gagas Cebi!,ShamsaMandara,3/25/2019 16:04,18,22,"Katanya, banyak dari pendukung Jokowi menyebrang jadi pendukung Prabowo Edisi kepo... mampir voting dulu ya teman teman # PrabowoMenyapaMerauke # Senin",,,# #,1.11011E+18,https://twitter.com/ShamsaMandara/status/1110105179876020224,,,,,,
Indonesia Maju,yudialpatt55,3/25/2019 15:57,3,1,Repitasi Ekonomi RI di Bawah Nahkoda Presiden Jokowi Diakui Dunia # 2019PilihJokowi # 01OptimisIndonesiaMajupic.twitter.com/tEP30HRRhh,,,# #,1.1101E+18,https://twitter.com/yudialpatt55/status/1110103307761184769,,,,,,
🇵🇱 👆#99👆🇵🇱,PartaiS0cmedia,3/25/2019 15:35,33,67,"Waspada Bangkitnya PKI : Pak @ jokowi anda selalu membantah ketika anda di tuduh anak PKI,anda bilang itu hoax,bahkan anda mau tabok yg blng anda pki Tetapi knp,anda bgtu takut dgn tes DNA,bahkan seseorg yg menentang anda utk tes DNA justru skrng berada di balik Jeruji Besi"" pic.twitter.com/jEc08syMs7""",,@,,1.1101E+18,https://twitter.com/PartaiS0cmedia/status/1110097856801562625,,,,,,
Joko Widodo,jokowi,3/25/2019 15:18,2953,9967,"Sepanjang tahun 2015-2019 ini, pemerintah membangun, melanjutkan, dan menyelesaikan pembangunan 15 bandara baru di berbagai pelosok Tanah Air, selain membenahi 439 bandara lama.pic.twitter.com/1IBmGq0AcC",,,,1.11009E+18,https://twitter.com/jokowi/status/1110093695620005888,,,,,,
Yusuf Ryadi N,yusuf_ryadi,3/25/2019 15:12,32,67,Hati berasa adem banget denger pak jokowi dan pak kyai sholawatan “Thola al badru alayna~~~~ # 01IndonesiaMajupic.twitter.com/4QV7aZceEm,,,#,1.11009E+18,https://twitter.com/yusuf_ryadi/status/1110092071904276480,,,,,,
Bane Raja Manalu,baneraja,3/25/2019 14:38,49,144,"Aku, kamu, kita cinta @ jokowi karena itu mari pilih dia. Mari kita perangi hoax. # 01Jokowi3PDIP # BanyuwangiPilihJokowi # 01IndonesiaMajupic.twitter.com/OTT7ODkpLM",,@,# # #,1.11008E+18,https://twitter.com/baneraja/status/1110083616183246848,,,,,,
Pemburu Kampret,pemburu_kampret,3/25/2019 14:34,8,1,73% Rakyat RI puas dengan kinerja jokowi. # JokowiMenangTebal # 2019pilihjokowipic.twitter.com/UeKeDMSNRx,,,# #,1.11008E+18,https://twitter.com/pemburu_kampret/status/1110082466415403008,,,,,,
#01JokowiAmin,yusuf_dumdum,3/25/2019 14:32,1584,1407,Ada muka Badak nih! Dlu program Tol Laut @ jokowi diejek tp skrg mlh mau dicontek. Udh gak punya program mlh ngatain tol laut JKW tdk sukses. Benarkah Tol laut tdk sukses? Sya mau kultwet utk bungkam mulut busuk @ Dahnilanzar. Bntu RT ya krna sya diblok Dahnil. # Pilih01BajuPutihpic.twitter.com/okwjK7NlwR,,@ @,#,1.11008E+18,https://twitter.com/yusuf_dumdum/status/1110081908610723840,,,,,,
Maha Dewa,MahaD3w4,3/25/2019 14:25,4,9,"Anda happy d banten pak. Selamat. Tp mhon maaf, cba sedikit lihat d tempat lain dimana DEMOKRASI hampir wafat. Apakah ini sehat? Sy sedih, DEMOKRASI yg kita perjuangkan sejak reformasi ko sprti ini. Beda itu indah.pic.twitter.com/3lcKOZEN8y",,,,1.11008E+18,https://twitter.com/MahaD3w4/status/1110080332441620480,,,,,,
Jeng Rini🌷,Widyarenee,3/25/2019 14:18,128,138,TWITTER PLEASE DO YOUR MAGIC Dukungan 243 juta rakyat Indonesia untuk kemenangan Jokowi - Kyai Ma'ruf Amin di Pilpres 2019. Mohon ketik Aamiin n 2430 RT. # Pilih01BajuPutih # GaspolJokowiJempol # 01IndonesiaMajupic.twitter.com/qSHDLijnOf,,,# # #,1.11008E+18,https://twitter.com/Widyarenee/status/1110078579998511105,,,,,,
AwRif Fadloli,ArifFadloli,3/25/2019 14:13,2,5,Akeh wong² sg fanatik pak Prabowo terus menjelek²an pak Jokowi. Sampe menyebar fitnah yg berlebihan. Emang kowe tau wedangan karo pak Jokowi terus beliau ngecrohi kowe sampe loro ati banget? Duh duuuuhh.. # CurhatPilpres2019pic.twitter.com/047mJst8NI,,,#,1.11008E+18,https://twitter.com/ArifFadloli/status/1110077102827552768,,,,,,
Neng Husna,NengHoesna,3/25/2019 14:05,33,41,Ratusan Habaib di Jawa Timur Deklarasikan Dukungan Untuk Jokowi Ma'ruf Dalam Pilpres 2019. # JawaTimurTotalBerSATU # Pilih01BajuPutihpic.twitter.com/Li03HQiCCX,,,# #,1.11008E+18,https://twitter.com/NengHoesna/status/1110075193676857344,,,,,,
Kampret Jangar,BangAr12415397,3/25/2019 13:59,12,13,Tukang maling duit rakyat adalah pendukung jokowi.. # IndonesiaCallsObserverpic.twitter.com/GbT3pVaDyM,,,#,1.11007E+18,https://twitter.com/BangAr12415397/status/1110073673665249280,,,,,,
ChartaPolitika,ChartaPolitika,3/25/2019 13:45,69,96,"7. Dilihat dari segi Wilayah, Jokowi - Ma'ruf Amin unggul hampir di semua wilayah kecuali di Wilayah Sumatera # RilisSurveiCharta @ yunartowijayapic.twitter.com/v5px8iIXWB",,@,#,1.11007E+18,https://twitter.com/ChartaPolitika/status/1110070109362479104,,,,,,
ange d’espoir,angedespoir5,3/25/2019 13:36,142,275,"Saya bangga.. Terlalu banyak rasa kagum kita.. Tuhan telah menciptakan orang yg bernama @ jokowi yg rendah hati, bekerja keras.. # 17AprilCoblosJokowiAmin # 17AprilJokowiMenang @ 4Y4NKZ @ Karolina_bee11 @ woelannnn @ NurmaTgr @ hana_4TAA @ TheArieAir @ ddherih @ P3nj3l4j4hpic.twitter.com/oA7Rv0Uj2K",,@ @ @ @ @ @ @ @ @,# #,1.11007E+18,https://twitter.com/angedespoir5/status/1110067823500390400,,,,,,
youtube: Permadi Arya TV,permadiaktivis,3/25/2019 13:01,968,2706,"MRT adalah indikator negara maju. singapur sudah punya MRT dari tahun 87. di Indonesia, biar bagai mana pun MRT baru dikerjakan thn 2012 masa @ jokowi @ basuki_btp, sbelumnya cuma wacana2, ground breaking aja, anak kecil jg bisa kalo cuma ground breaking terima kasih jokowi ahok pic.twitter.com/iDofWwxd0J",,@ @,,1.11006E+18,https://twitter.com/permadiaktivis/status/1110059003671805954,,,,,,
Desi,Allariq_Razan,3/25/2019 12:52,261,655,Sy ucapkan terima kasih banyak kpd bpk Jokowi. Karna beliau telah membuat kebun karet menjadi lokasi foto terbaru utk para emak2 millenial. # IndonesiaCallsObservers # INAelectionObserverSOS @ dyla_se @ nancyfabiola99 @ laskar_minang @ HeraLoebspic.twitter.com/1AmYNVG6cS,,@ @ @ @,# #,1.11006E+18,https://twitter.com/Allariq_Razan/status/1110056906272309248,,,,,,
Indonesia Maju,yudialpatt55,3/25/2019 12:32,5,2,5 Tahun Jokowi Berhasil Membangun Indonesia. Kalau ada yang pasti kenapa harus coba-coba ? # 2019PilihJokowiMaruf # 01OptimisIndonesiaMajupic.twitter.com/kococlX66S,,,# #,1.11005E+18,https://twitter.com/yudialpatt55/status/1110051902715158528,,,,,,
#01JokowiAmin,yusuf_dumdum,3/25/2019 12:10,438,863,Banyuwangi pecah! Masyarakat membludak menyambut capres 01 pak @ jokowi. Ayo bergerak lawan fitnah dan hoax sperti yg beberapa waktu lalu disebar oleh seorang oknum ustad di Masjid karena info sesat @ ustadtengkuzul # BanyuwangiPilihJokowi # Pilih01BajuPutih # JawaTimurTotalBerSATU pic.twitter.com/ibUVJfGjBP,,@ @,# # #,1.11005E+18,https://twitter.com/yusuf_dumdum/status/1110046326425686016,,,,,,
#RELAWAN PRABOWO SANDI,tonosukono1,3/25/2019 12:01,5,20,"Jokowi : 4,5 saya difitnah, hr ini di Jogja sy nyatakan saya akan lawan..! Prabowo : Sy tdk mau ada perpecahan, biarlah saya yg hancur drpd rakyat menderita..! JELAS BEDANYA..!! # WeAre2gether # WeAre2gether",,,# #,1.11004E+18,https://twitter.com/tonosukono1/status/1110044064299143168,,,,,,
sametonpdipdentim,pacpdipdentim,3/25/2019 11:57,3,1,Jokowi Targetkan Raih 58 Persen Suara Nasional http://www.tribunnews.com/pilpres-2019/2019/03/25/jokowi-targetkan-raih-58-persen-suara-nasional … # 01OptimisIndonesiaMajupic.twitter.com/b24cu9NPan,,,#,1.11004E+18,https://twitter.com/pacpdipdentim/status/1110042945686650881,,,,,,
Rumail Abbas,Stakof,3/25/2019 11:54,519,1009,"Saya masih percaya @ jokowi. Saya juga percaya dengan Kiai Maruf Amin. Memang kudu diakui dia masih banyak kekurangan, dan banyak lubang yang belum ia tambal. Karenanya, keduanya adalah pilihan paling masuk akal # Pilih01BajuPutih # GaspolJokowiJempolpic.twitter.com/5n03XBV9rV",,@,# #,1.11004E+18,https://twitter.com/Stakof/status/1110042182642102273,,,,,,
Thanos,thanos_idn,3/25/2019 11:52,33,96,Naiknya Ma’ruf Amin sebagai cawapres Jokowi merupakan hasil bergaining politik antara Romy PPP dan Cak Imin | cak imin meminta MA untuk melindungi kasus korupsi durian kardus nya apabila terpilih menjadi wakil presiden | * infovalid,,,,1.11004E+18,https://twitter.com/thanos_idn/status/1110041701282803713,,,,,,
Hidayat Nur Wahid,hnurwahid,3/25/2019 11:51,2498,4957,"“Tak Mau Tanggung Jawab, Jokowi Tolak Tandatangani Proyek MRT”, tapi ini berita/peristiwa thn 2013 lho. Kalau peresmian proyek MRT olh Jokowi thn 2019, tentu lain lagi berita/peristiwanya. http://www.viva.co.id/berita/metro/407149-tak-mau-tanggung-jawab-jokowi-tolak-tandatangani-proyek-mrt …",,,,1.11004E+18,https://twitter.com/hnurwahid/status/1110041427768012800,,,,,,
Pakdhe,pakdhe_J,3/25/2019 11:49,236,317,Kubu 02 ternyata memang tdk punya Program Program Jokowi yg sudah berjalan mau ditiru! Gimana sih @ Dahnilanzar? Katanya Rakyat ndak makan Infrastruktur? Koq ikut2an program tol laut Btw uda pada paham belum pendukung 02 tol laut itu? # 02GakPunyaProgram # Pilih01BajuPutihpic.twitter.com/rntUu3zOiB,,@,# #,1.11004E+18,https://twitter.com/pakdhe_J/status/1110040992210542592,,,,,,
Mohamad Guntur Romli,GunRomli,3/25/2019 11:44,141,420,"Kampanye Pak @ jokowi di Banyuwangi dihadiri Ibu @ KhofifahIP Ning @ yennywahid Mas @ erickthohir dll | 17 April, Putihkan TPS, coblos yg putih-putih, karena Putih adalah Kita | TPS: TUSUK PARTAI SEBELAS @ psi_id # JokowiAmin # PSI11 # PSINomor11pic.twitter.com/B4vaNITDYz",,@ @ @ @ @,# # #,1.11004E+18,https://twitter.com/GunRomli/status/1110039759794003969,,,,,,
Indonesia Berita,Indonesiaberit4,3/25/2019 11:32,2,2,Putih Adalah Kita! Di Balik Slogan Baru Jokowi – Ma’ruf Amin https://www.indonesiaberita.com/2019/03/25/putih-adalah-kita-di-balik-slogan-baru-jokowi-maruf-amin/ …pic.twitter.com/lNsqX5pcGI,,,,1.11004E+18,https://twitter.com/Indonesiaberit4/status/1110036831876403200,,,,,,
Petruk Babu,PetrukBabu,3/25/2019 11:23,37,47,Jokowi pro islam? IQmu berapa? pic.twitter.com/zqDaIG1ZQv,,,,1.11003E+18,https://twitter.com/PetrukBabu/status/1110034541849108480,,,,,,
A Lame Graphic Designer,komikluks,3/25/2019 11:08,98,80,alasan pake earphone di tempat umum : dengerin lagu dan playlist yg enak-enak.. biar gak diajak ngobrol stranger biar gak ditanya milih jokowi apa prabowo? tdk mendengar suara dajjal yang berusaha naik ke dunia tdk mendengar sangkakala malaikat isrofil,,,,1.11003E+18,https://twitter.com/komikluks/status/1110030720230055936,,,,,,
Inggit farah,FarahInggit,3/25/2019 11:03,2,3,Hari ke dua kampanye terbuka Jokowi # JawaTimurTotalBerSATU # Banten01pic.twitter.com/bMZQuUD8n9,,,# #,1.11003E+18,https://twitter.com/FarahInggit/status/1110029324734730240,,,,,,
Joko Widodo,jokowi,3/25/2019 11:00,2115,9441,"Ribuan warga Banten tumpah ruah ke jalan-jalan dari alun-alun menuju Stadion Maulana Yusuf di Kota Serang, hari Minggu kemarin. Saya menembus kemeriahan serupa karnaval itu dengan kereta kuda. Terima kasih, Banten.pic.twitter.com/SoGpiu8BHr",,,,1.11003E+18,https://twitter.com/jokowi/status/1110028585719332864,,,,,,
Habib Think,habibthink,3/25/2019 10:51,87,298,"Asiiik, pak Jokowi sudah tiba di Banyuwangi pic.twitter.com/5uuicxICO0",,,,1.11003E+18,https://twitter.com/habibthink/status/1110026321860526080,,,,,,
cinggaro®,wakadol2012,3/25/2019 10:40,76,107,"bila melihat video kampanye WOWO di SULSEL di mana panggungnya sangat disesaki pendukungnya, menurut ahli hitung ROCKY GERUNG diperkirakan 800.000.000 orang tumplek blek (belum menghitung pengikut ERWIN AKSA), cebong pasti kejet-kejet, JOKOWI kelaaarrr! pic.twitter.com/07HwM4zXzs",,,,1.11002E+18,https://twitter.com/wakadol2012/status/1110023684306001920,,,,,,
Mustofa Rasa Lemon,AkunTofa,3/25/2019 10:16,366,1001,"Di TPS berapa, kalian akan melawan Jokowi? pic.twitter.com/xPCdS10474",,,,1.11002E+18,https://twitter.com/AkunTofa/status/1110017622202970112,,,,,,
Jokowi-Amin,Jokowi_Amin,3/25/2019 10:15,121,219,50.000 orang pendukung dan simpatisan Pasangan Calon Nomor Urut 01 di Jember dan sekitarnya hadir di kampanye terbuka Jokowi. Gubernur Jawa Timur Khofifah Indar Parawansa juga dijadwalkan bakal hadir di kampanye terbuka di # JawaTimurTotalBerSATU # 01IndonesiaMajupic.twitter.com/JmLLxlr837,,,# #,1.11002E+18,https://twitter.com/Jokowi_Amin/status/1110017287375843329,,,,,,
putrikania,putrikania123,3/25/2019 10:13,4,5,Menangkan Duet Jokowi Amin # JawaTimurTotalBerSATU # Banten01pic.twitter.com/SwduuKCfhT,,,# #,1.11002E+18,https://twitter.com/putrikania123/status/1110016869644173312,,,,,,
Ahmad Pathoni,apathoni,3/25/2019 10:02,2060,4566,"MRT sih bukan proyek Jokowi lah. Contoh proyek Jokowi: LRT (belum jadi, gak jelas kapan), kereta cepat Jakarta-Bandung (baru gali-gali padahal udah 3 tahun diresmikan), mobil nasional (entah gimana nasibnya.). No debate, no twitter war.",,,,1.11001E+18,https://twitter.com/apathoni/status/1110013942238076929,,,,,,
Sri Astutik,SriAstu03050825,3/25/2019 9:52,0,2,"Asyiknya ibu  pd joget jokowi gospol... pic.twitter.com/dinEax9iK6""",,,,1.11001E+18,https://twitter.com/SriAstu03050825/status/1110011611673051138,,,,,,
BP™,BangPino_,3/25/2019 9:49,2705,5571,"Silahkan Bandingkan calon Pemimpin Indonesia : Jokowi : 4,5 saya difitnah, hr ini di Jogja sy nyatakan saya akan lawan..!!! Prabowo : Sy tdk mau ada perpecahan, biarlah saya yg hancur drpd rakyat menderita..!!! JELAS BEDANYA..!!! April Coblos 02 # IndonesiaCallsObserverspic.twitter.com/PGQvQqXuef",,,#,1.11001E+18,https://twitter.com/BangPino_/status/1110010915749978112,,,,,,
#01JokowiAmin,yusuf_dumdum,3/25/2019 9:11,63,384,Hallo pak @ prabowo Cc @ dahnilanzar @ FaldoMaldini pic.twitter.com/fHDOWPMFda,,@ @ @,,1.11E+18,https://twitter.com/yusuf_dumdum/status/1110001157424857088,,,,,,
Indonesia Berita,Indonesiaberit4,3/25/2019 9:07,2,3,"Resmikan MRT Jakarta, Presiden Jokowi: Rawat dan Jaga MRT Kita https://www.indonesiaberita.com/2019/03/25/resmikan-mrt-jakarta-presiden-jokowi-rawat-dan-jaga-mrt-kita/ …pic.twitter.com/VyspWOlTIj",,,,1.11E+18,https://twitter.com/Indonesiaberit4/status/1110000246644461575,,,,,,
Joko Widodo,jokowi,3/25/2019 8:52,5215,17453,"Kereta MRT Jakarta telah hadir di ibu kota, membawa budaya baru transportasi Indonesia yang cepat, nyaman, dan terintegrasi dengan moda lainnya. Mari, manfaatkan dan jaga bersama-sama. Jangan buang sampah di MRT dan stasiun, biasakan tertib dan antre, jangan berdesak-desakan.pic.twitter.com/mLYpq2Y9AV",,,,1.11E+18,https://twitter.com/jokowi/status/1109996422366035968,,,,,,
Denny JA,DennyJA_WORLD,3/25/2019 8:17,9,41,Putih adalah Kita!! Akankah Slogan ini mengantarkan Jokowi menang besar??? pic.twitter.com/BIiPrkKwcM,,,,1.10999E+18,https://twitter.com/DennyJA_WORLD/status/1109987658200014848,,,,,,
#01JokowiAmin,yusuf_dumdum,3/25/2019 8:01,593,1048,Apa sih bedanya pak @ jokowi dan @ prabowo ? Simak video berikut! # Pilih01BajuPutihpic.twitter.com/tQRLZ7wRYi,,@ @,#,1.10998E+18,https://twitter.com/yusuf_dumdum/status/1109983527200653312,,,,,,
riskacika,prinses_Riska,3/25/2019 7:16,8,12,Orang2 baik d sekitar @ jokowi # Pilih01BajuPutihpic.twitter.com/jLDQOKfTU5,,@,#,1.10997E+18,https://twitter.com/prinses_Riska/status/1109972288948989953,,,,,,
Rachland Nashidik,RachlanNashidik,3/25/2019 7:06,436,772,"Setelah hasil survei itu, Kompas dimusuhi pendukung Jokowi. Semua, tak boleh ada yang tertinggal, harus memuja dan mengamini. Berbeda itu haram. Netral, profesional, pun tak boleh. Atau akan diinjak-injak. Dapatkah demokrasi hidup dengan fanatisme yang mengerikan begini? pic.twitter.com/6c2nipJtqb",,,,1.10997E+18,https://twitter.com/RachlanNashidik/status/1109969678456127489,,,,,,
